name,type,industry,revenue,operating_income,net_income,hq_location,num_employees,founded,website,student_careers_url,index_name
"Yum! Brands, Inc.",Public,Restaurant,5597000000.0,1930000000.0,1294000000.0,,34000,-1,https://www.yum.com/wps/portal/yumbrands/Yumbrands,https://www.yum.com/careers/,Yum! Brands
"NetApp, Inc.",Public,"Cloud Computing,Data storage device,Storage Device",6150000000.0,1520000000.0,2340000000.0,,10500,-1,https://www.netapp.com/,https://www.netapp.com/us/careers/university.aspx,NetApp
The Boeing Company,Public,"Aerospace manufacturer,Aerospace,Arms industry,Defense",76560000000.0,1975000000.0,636000000.0,,161133,-1,http://www.boeing.com/,https://jobs.boeing.com/,Boeing
"BlackRock, Inc.",Public,Investment management,14539000000.0,5551000000.0,4484000000.0,,0,1988,https://www.blackrock.com/us/individual,https://careers.blackrock.com/early-careers,BlackRock
Booz Allen Hamilton Holding Corporation,Public,"Management consulting,Information technology consulting",6700000000.0,-1.0,419000000.0,,27173,-1,https://www.boozallen.com,https://careers.boozallen.com/,Booz Allen Hamilton Holding
First Horizon National Corporation,Public company,Financial services,-1.0,-1.0,538000000.0,"Memphis, Tennessee United States USA",5577,-1,https://www.firsthorizon.com/,https://careers.firsthorizon.com/en-US/page/campus-and-early-career-programs,First Horizon National
"Tesla, Inc.",Public,"Automotive industry,Automotive,Energy storage,Energy production",24578000000.0,69000000.0,862000000.0,,48016,2003,https://www.tesla.com/,https://www.tesla.com/careers,Tesla
Murphy Oil Corporation,Public company,Petroleum industry,2817000000.0,-1.0,1149000000.0,"Houston, Texas United States",822,1944,,http://www.murphyoilcorp.com/Careers/,Murphy Oil
"Uber Technologies, Inc.",Public,Transportation,14147000000.0,8596000000.0,8506000000.0,"San Francisco, California",26900,2009,,https://www.uber.com/us/en/careers/,Uber
JPMorgan Chase & Co.,Public,"Bank,ing,Financial services",115627000000.0,44545000000.0,36431000000.0,,0,2000,,https://careers.jpmorgan.com/us/en/students/programs,JPMorgan Chase
"MetLife, Inc.",Public,Financial services,67941000000.0,6307000000.0,5123000000.0,,48000,-1,https://www.metlife.com/,https://jobs.metlife.com/,MetLife
"United Airlines Holdings, Inc.",Public,Aviation,43259000000.0,4547000000.0,3009000000.0,"Willis Tower Chicago, Illinois",93000,1968,,https://www.united.com/ual/en/us/fly/company/career/student-opportunities.html,United Airlines Holdings
"Best Buy Co., Inc.",Public,Retail,42880000000.0,1900000000.0,1460000000.0,,125000,1966,,https://www.bestbuy-jobs.com/,Best Buy
Qualcomm Incorporated,Public,"Telecommunications equipment,Semiconductor",24270000000.0,7670000000.0,4390000000.0,,37000,-1,https://www.qualcomm.com,https://www.qualcomm.com/company/careers,Qualcomm
BioMarin Pharmaceutical Inc.,Public,Biotechnology,1310000000.0,14700000.0,117040000.0,,0,-1,https://www.biomarin.com/,https://careers.biomarin.com/,BioMarin Pharmaceutical
Wells Fargo & Company,Public,"Bank,Financial services,Insurance",85063000000.0,24198000000.0,19549000000.0,San Francisco California United States U.S. New York City New York New York (state) NY,0,-1,https://www.wellsfargo.com/,https://www.wellsfargojobs.com/university-programs,Wells Fargo
"Becton, Dickinson and Company",Public,"Medical equipment,Consulting",17290000000.0,1760000000.0,1233000000.0,,70093,-1,,https://www.bd.com/en-us/company/careers/university-relations-and-recruitment/undergraduate-programs,Becton Dickinson
Tractor Supply Company,Public,Retail,8352000000.0,743200000.0,562400000.0,,32000,-1,,https://www.tractorsupply.jobs/,Tractor Supply
Franklin Resources Inc.,Public company,Financial services,5700000000.0,1500000000.0,1100000000.0,,0,-1,https://www.franklintempleton.com/,https://www.franklintempletoncareers.com/,Franklin Resources
Roku,Digital media player,,-1.0,-1.0,-1.0,,-1,-1,https://www.roku.com/,https://www.roku.com/jobs,Roku
"United Parcel Service, Inc.",Public,Courier,71861000000.0,7024000000.0,4791000000.0,"Sandy Springs, Georgia Sandy Springs Georgia (U.S. state) Georgia",481000,1907,https://www.ups.com/us/en/global.page,https://www.jobs-ups.com/,United Parcel Service
"Berry Global, Inc",Public,,-1.0,581000000.0,-1.0,,48000,-1,https://www.berryglobal.com/,https://www.berryglobal.com/careers/internship,Berry Global Group
Brown–Forman Corporation,Public,Alcoholic drink,3080000000.0,1530000000.0,1060000000.0,,4570,-1,https://www.brown-forman.com,https://brown-forman.jobs/jobs/,Brown-Forman
The Bank of New York Mellon Corporation,Public,"Bank,ing,Financial services",20820000000.0,5580000000.0,4250000000.0,,0,2007,https://www.bnymellon.com/,https://www.bnymellon.com/us/en/careers/index.jsp,Bank of New York Mellon
BOK Financial Corporation,Public company,Banking,-1.0,-1.0,-1.0,,4930,-1,https://investor.bokf.com/,https://jobs.bokf.com/,BOK Financial
The Kroger Company,Public,Retail,121160000000.0,2670000000.0,3110000000.0,,453000,-1,https://www.thekrogerco.com/,https://jobs.kroger.com/key/for-student-jobs.html,Kroger
"Lumen Technologies, Inc.",Public,Telecommunication,23443000000.0,570000000.0,-1.0,,0,-1,https://www.lumen.com/en-us/home.html,https://jobs.centurylink.com/content/college-careers/?q=&sortColumn=referencedate&sortDirection=asc,CenturyLink
First Republic Bank,Public,"Banking,Financial services,Investment,Investment services",-1.0,-1.0,-1.0,,-1,-1,https://www.firstrepublic.com/,https://www.firstrepublic.com/about-us/careers,First Republic Bank
"Copart, Inc.",Public,Automotive,1450000000.0,461000000.0,394000000.0,,5323,-1,,https://www.copart.com/content/us/en/careers,Copart
US Foods,Public,Food industry,24147000000.0,574000000.0,444000000.0,,25000,-1,https://www.usfoods.com/,https://www.usfoods.com/careers.html,US Foods
"Brighthouse Financial, Inc.",Public,Insurance,-1.0,-1.0,-1.0,,-1,-1,https://www.brighthousefinancial.com,https://www.brighthousefinancial.com/about-us/careers/,Brighthouse Financial
Berkshire Hathaway Inc.,Public,"Conglomerate,Conglomerate",254620000000.0,103750000000.0,81420000000.0,,0,1839,,https://bhhc.com/careers.aspx,Berkshire Hathaway
MGM Resorts International,Public,,12899000000.0,-1.0,-1.0,,74500,1986,https://www.mgmresorts.com/en.html,https://careers.mgmresorts.com/global/en/students,MGM Resorts
Nasdaq,Stock exchange,,-1.0,-1.0,-1.0,,-1,-1,,https://www.nasdaq.com/about/careers,NASDAQ
Pfizer Inc.,Public,Pharmaceutical,51750000000.0,16300000000.0,16270000000.0,,0,1849,https://www.pfizer.com/,https://www.pfizer.com/careers/en/early-careers,Pfizer
"BJ's Wholesale Club Holdings, Inc.",Public,"Retailing,Warehouse club",12000000000.0,-1.0,-1.0,,25500,-1,,https://careers.bjs.com/,BJ's Wholesale Club
Baker Hughes Company,Public company,Hydrocarbon exploration,22877000000.0,1949000000.0,195000000.0,,60000,-1,https://www.bakerhughes.com/,https://careers.bakerhughes.com/global/en,Baker Hughes Company
International Paper Company,Public,"Pulp and paper industry,Pulp and paper",21743000000.0,1844000000.0,2144000000.0,,56000,-1,http://www.internationalpaper.com/,http://www.internationalpaper.com/careers/students-universities,International Paper
"Steel Dynamics, Inc.",Public company,Metals,10464000000.0,-1.0,677000000.0,"Fort Wayne, Indiana",8385,-1,https://steeldynamics.com/,http://www.steeldynamics.com/Company/Careers-Internships/Internships.aspx,Steel Dynamics
Comerica Incorporated,Public,Financial services,3817000000.0,-1.0,1198000000.0,,8051,-1,,https://careers.comerica.com/,Comerica
"Principal Financial Group, Inc.",Public,Insurance Financial Services,-1.0,-1.0,-1.0,,17600,-1,https://www.principal.com/,https://www.principal.com/about-us/careers,Principal Financial Group
Bristol Myers Squibb,Public,Pharmaceuticals,26150000000.0,18060000000.0,3460000000.0,,0,-1,https://www.bms.com/,https://careers.bms.com/,Bristol-Myers Squibb
World Fuel Services Corporation,Public,Energy,39750000000.0,259700000.0,127700000.0,,5000,-1,,https://www.wfscorp.com/en/Careers,World Fuel Services
UNFI,Public,Food Wholesale / Distribution,20000000000.0,241960000.0,-1.0,,19000,-1,https://unfi.com/,https://www.unfi.com/careers-home,United Natural Foods
Boston Scientific Corporation,Public,Medical device,10740000000.0,1510000000.0,4700000000.0,"Marlborough, Massachusetts",36000,-1,https://www.bostonscientific.com/en-US/Home.html,https://www.bostonscientific.com/en-US/careers/students.html,Boston Scientific
The Hertz Corporation,Subsidiary,"Car rental,Lease,leasing",9779000000.0,759000000.0,58000000.0,,38000,-1,https://www.hertz.com/,https://hertz.jobs/,Hertz Global Holdings
"Simon Property Group, Inc.",Public,Real estate,5440000000.0,2720000000.0,2130000000.0,,4150,1993,https://www.simon.com/,https://careers.simon.com/,Simon Property Group
"Broadridge Financial Solutions, Inc.",Public,Financial technology,4099999999.0,-1.0,327000000.0,,10000,-1,https://www.broadridge.com/,https://careers.smartrecruiters.com/broadridge,Broadridge Financial
"Tyson Foods, Inc.",Public,Food processing,42405000000.0,2827000000.0,2035000000.0,,141000,-1,https://www.tysonfoods.com/,https://www.tysonfoods.com/careers,Tyson Foods
"Brown & Brown, Inc.",Public company,Property & casualty insurance,2392000000.0,462460000.0,398500000.0,,0,-1,,https://www.brown.edu/about/administration/human-resources/student-employment,Brown & Brown
Exelon Corporation,Public,"Energy industry,Energy",35900000000.0,4260000000.0,3770000000.0,,33,-1,https://www.exeloncorp.com/,https://jobs.exeloncorp.com/,Exelon
"ONEOK, Inc.",Public,Natural gas utility,12600000000.0,-1.0,305450000.0,,2684,-1,https://www.oneok.com/,https://www.oneok.com/careers/hiring-process/internships,Oneok
Danaher Corporation,Public,"Conglomerate,Conglomerate",17910000000.0,3270000000.0,2490000000.0,,0,-1,,https://jobs.danaher.com/global/en/,Danaher
"Burlington Stores, Inc.",Public,Retail,6110000000.0,481750000.0,-1.0,,40000,-1,https://www.burlington.com/,https://burlingtonstores.jobs/students-graduates/,Burlington Stores
Entergy Corp.,Public,Energy industry,11400000000.0,-1.0,-1.0,,13504,-1,https://www.entergy.com/,https://jobs.entergy.com/,Entergy
BorgWarner Inc.,Public,Automotive industry,8305000000.0,855200000.0,651000000.0,,29000,-1,https://www.borgwarner.com/home,https://www.borgwarner.com/careers,BorgWarner
Citigroup Inc.,Public,"Financial services,Banking",74286000000.0,23901000000.0,19471000000.0,"Greenwich Street, Manhattan Greenwich St. New York City New York New York (state) NY",204000,-1,https://www.citigroup.com/citi/,https://careers.citigroup.com/Careers/index/,Citigroup
"Cadence Design Systems, Inc.",Public,Computer Software,2336000000.0,-1.0,989000000.0,,8100,-1,https://www.cadence.com/en_US/home.html,https://www.cadence.com/en_US/home/company/careers/interns-and-new-grads.html,Cadence Design
"Cardinal Health, Inc.",Public,Pharmaceuticals,152920000000.0,1770000000.0,3696000000.0,,50000,-1,https://www.cardinalhealth.com/en.html,https://www.cardinalhealth.com/en/careers.html,Cardinal Health
Nvidia Corporation,Public,"Semiconductors,Artificial intelligence,Video games,Consumer electronics,Computer hardware",11716000000.0,3804000000.0,4141000000.0,,18100,-1,https://www.nvidia.com/en-us/,https://www.nvidia.com/en-us/about-nvidia/careers/,NVIDIA
"Avis Budget Group, Inc.",Public,"Car rental,Rental,Vehicle leasing,leasing services",9172000000.0,788000000.0,302000000.0,,30000,-1,https://avisbudgetgroup.com/,https://www.avisbudgetgroup.jobs/,Avis Budget Group
"Community Health Systems, Inc.",Public,Health care,18438000000.0,860000000.0,1710000000.0,,0,-1,https://www.chs.net/,https://www.chs.net/careers/,Community Health Systems
General Electric Company,Public,"Conglomerate,Conglomerate",95214000000.0,1271000000.0,5439000000.0,,205000,1892,,https://www.ge.com/ca/campuscareers,General Electric
General Motors Company,Public,"Automotive industry,Automotive",137237000000.0,5481000000.0,6732000000.0,,164000,-1,https://www.gm.com/,https://search-careers.gm.com/student-grad,General Motors
Cincinnati Financial Corporation,Public,Insurance,4900000000.0,440000000.0,525000000.0,,4925,-1,https://www.cinfin.com/,https://www.cinfin.com/careers/student-opportunities,Cincinnati Financial
"The PNC Financial Services Group, Inc.",Public,"Banking,Financial services",16329000000.0,-1.0,5338000000.0,,52906,-1,,https://careers.pnc.com/global/en/students,PNC Financial Services
"CBRE Group, Inc.",Public company,Real estate,21340000000.0,1088000000.0,1063000000.0,,100000,-1,https://www.cbre.us/,https://www.cbre.us/about/careers/students-graduates,CBRE Group
Sysco Corporation,Public,Wholesale,55371000000.0,2053000000.0,1143000000.0,,69000,1969,https://sysco.com:443/,https://careers.sysco.com/,Sysco
Coca-Cola,Cola,,-1.0,-1.0,-1.0,,-1,-1,https://www.coca-cola.com/,https://www.coca-colacompany.com/careers,Coca-Cola
Crown Castle International Corp.,Public,Wireless communication services,4355600000.0,1044000000.0,444600000.0,,4500,1994,https://www.crowncastle.com/,https://www.crowncastle.com/careers/,Crown Castle International
Cabot Oil & Gas Corporation,Public company,Natural gas,2066100000.0,956000000.0,681000000.0,"Houston, Texas",274,-1,,https://www.cabotog.com/about-cabot/careers/,Cabot Oil & Gas
"Fiserv, Inc.",Public,,10187000000.0,1609000000.0,914000000.0,,44000,-1,https://www.fiserv.com/,https://www.careers.fiserv.com/search-jobs,Fiserv
CDW Corporation,Public,"Business-to-business,products and services",16240500000.0,987300000.0,-1.0,,9019,-1,https://www.cdw.com/,https://www.cdwjobs.com/,CDW
"DexCom, Inc.",Public,,1032000000.0,-1.0,-1.0,,0,-1,https://www.dexcom.com/,https://careers.dexcom.com/careers,DexCom
Celanese Corporation,Public,Chemicals and advanced materials,6297000000.0,-1.0,-1.0,,7714,-1,,https://www.celanese.com/careers.aspx,Celanese
Southwest Airlines,,,21965000000.0,3206000000.0,2465000000.0,,57931,1967,https://www.southwest.com/,https://careers.southwestair.com/,Southwest Airlines
The Western Union Company,Public,Financial services,5600000000.0,1100000000.0,851900000.0,,12000,-1,https://www.westernunion.com/us/en/home.html,https://corporate.westernunion.com/careers/index.html,Western Union
Monster Beverage Corporation,Public,,3369000000.0,1199000000.0,821000000.0,,1991,-1,https://monsterbevcorp.com/,https://www.monsterenergy.com/careers,Monster Beverage
United States Steel Corporation,Public,Steel,12250000000.0,608000000.0,387000000.0,,29800,-1,https://ussteel.com/,https://www.ussteel.com/posts/student-employment,US Steel
FedEx Corporation,Public,"Express mail,Courier",69693000000.0,4466000000.0,540000000.0,,400000,-1,,https://careers.fedex.com/fedex/,FedEx
"Citizens Financial Group, Inc.",Public,Banking,6128000000.0,-1.0,1721000000.0,,18100,-1,,https://jobs.citizensbank.com/,Citizens Financial Group
"Cullen/Frost Bankers, Inc.",Public company,Bank,-1.0,-1.0,356000000.0,,4270,1868,https://www.frostbank.com/,https://www.frostbank.com/careers,Cullen/Frost Bankers
"Church & Dwight Co., Inc.",Public,Dental Medical,3400000000.0,-1.0,-1.0,,4700,-1,https://churchdwight.com/,https://careers.churchdwight.com/students/,Church & Dwight
Chesapeake Energy Corporation,Public,Petroleum industry,8595000000.0,-1.0,-1.0,"Oklahoma City, Oklahoma",2300,-1,http://www.chk.com/,http://www.chk.com/careers/university-relations,Chesapeake Energy
Cummins Inc.,Public,"Heavy equipment,Heavy equipment,Automotive industry,Automotive",23770000000.0,2750000000.0,2190000000.0,,0,-1,https://www.cummins.com/,https://careers.cummins.com/us-canada/student-jobs,Cummins
"Charter Communications, Inc.",Public,"Telecommunication,s,Mass media",43634000000.0,5221000000.0,1230000000.0,,98000,-1,,https://jobs.spectrum.com/,Charter Communications
Cintas Corporation,Public,"Tertiary sector of the economy,Service",4905000000.0,781750000.0,693520000.0,,45000,1929,https://www.cintas.com/,https://careers.cintas.com/go/Campus-Recruiting/391294/,Cintas
"Chewy, Inc.",Public,E-commerce,4850000000.0,-1.0,252370000.0,,12000,-1,,https://www.chewy.com/jobs,Chewy
Kansas City Southern,,,-1.0,-1.0,-1.0,,-1,-1,https://www.kcsouthern.com/en-us/,https://kcsouthernenglish.silkroad.com/,Kansas City Southern
CIT Group Inc.,Public company,"Bank,ing,Financial services",2290000000.0,-1.0,529000000.0,,3609,-1,https://www.cit.com/,https://www.cit.com/about/careers/,CIT Group
Colgate-Palmolive Company,Public,"Fast-moving consumer goods,Consumer goods",15500000000.0,3589000000.0,2024000000.0,,34500,-1,https://www.colgatepalmolive.com/en-us,https://jobs.colgate.com/,Colgate-Palmolive
"IDEXX Laboratories, Inc.",Public,"Healthcare,Diagnostic Substances",-1.0,-1.0,-1.0,,7000,-1,https://www.idexx.com/en/,https://careers.idexx.com/us/en,IDEXX Laboratories
"Ross Stores, Inc.",Public,Retail,11940000000.0,1610000000.0,1020000000.0,,88100,-1,https://www.rossstores.com/,https://jobs.rossstores.com/creative/campus,Ross Stores
"Continental Resources, Inc.",Public company,Petroleum,4631000000.0,-1.0,775000000.0,Oklahoma City,1260,-1,,https://clr.com/careers/,Continental Resources
Newmont Corporation,Public,"Metal,s and,Mining",9740000000.0,-1.0,-1.0,,16600,1921,https://newmont.com/,https://jobs.newmont.com/content/StudentPrograms/?locale=en_US,Newmont Mining
"Chipotle Mexican Grill, Inc.",Public,Fast Casual,5586000000.0,443958000.0,350158000.0,,64570,-1,https://chipotle.com/,https://jobs.chipotle.com/,Chipotle Mexican Grill
CMS Energy,Public,Energy,-1.0,-1.0,-1.0,,8253,-1,https://www.cmsenergy.com/home/default.aspx,https://www.consumersenergy.com/company/careers/campus-hiring,CMS Energy
CNO Financial Group Inc.,Public,Financial services,3800000000.0,367700000.0,270700000.0,,3300,-1,http://cnoinc.com/,https://jobs.jobvite.com/cnoinc/job/orhsdfw7,CNO Financial Group
"CenterPoint Energy, Inc.",Public,Utilities,9614000000.0,1072000000.0,1792000000.0,,7977,1882,https://www.centerpointenergy.com/en-us/,https://www.centerpointenergy.com/en-us/corp/pages/career-center-college.aspx,CenterPoint Energy
Ecolab Inc.,Public,"Chemicals,Service,Service,Water Management,Food Safety,Infection Prevention",14900000000.0,2000000000.0,1558000000.0,,50000,-1,,https://jobs.ecolab.com/,Ecolab
"The Cooper Companies, Inc.",Public,"Medical device,Medical Devices",-1.0,-1.0,-1.0,,12000,-1,,https://www.coopercos.com/careers/,Cooper Companies
ConocoPhillips,Public,Petroleum industry,36670000000.0,-1.0,7189000000.0,,10400,-1,https://www.conocophillips.com/,https://careers.conocophillips.com/university-recruitment,ConocoPhillips
Costco Wholesale Corporation,Public,Retail,152700000000.0,4740000000.0,3660000000.0,,0,-1,,https://www.costco.com/jobs.html,Costco Wholesale
Coty Inc.,Public,Beauty,9400000000.0,-1.0,-1.0,,20000,1904,,https://www.coty.com/join-us,Coty
Campbell Soup Company,Public,Food processing,7719000000.0,1279000000.0,802000000.0,,18000,-1,,https://careers.campbellsoupcompany.com/us/en,Campbell Soup
"Cheniere Energy, Inc.",Public,"Energy,Natural Gas",-1.0,-1.0,-1.0,,-1,-1,https://cheniere.com/,https://www.cheniere.com/careers,Cheniere Energy
Tiffany & Co.,Public,Retail,4440000000.0,790300000.0,586400000.0,,14200,-1,https://www.tiffany.com/,https://www.tiffanycareers.com/,Tiffany & Co.
Dish Network Corporation,Public,"Satellite television,wireless",12807000000.0,1879000000.0,1400000000.0,,16000,1996,https://www.dish.com/,https://careers.dish.com/students/,DISH Network
Dollar General Corporation,Public,Discount retailer,27800000000.0,2302000000.0,1712000000.0,,143000,1955,https://www.dollargeneral.com/,https://careers.dollargeneral.com/,Dollar General
"CoStar Group, Inc.",Public,"Technology,Commercial property",1200000000.0,-1.0,238000000.0,,3705,-1,,http://www.costargroup.com/careers,CoStar Group
The Charles Schwab Corporation,Public company,Financial services,10132000000.0,4562000000.0,3329000000.0,,19500,-1,https://www.aboutschwab.com/,https://www.aboutschwab.com/careers,Charles Schwab
Cognizant Technology Solutions Corporation,Public,"IT service management,IT services,Information technology consulting,IT consulting",16800000000.0,2450000000.0,1840000000.0,,281500,-1,https://www.cognizant.com/,https://careers.cognizant.com/studentandinterns/global/en,Cognizant
Dover,,,-1.0,-1.0,-1.0,,-1,-1,,https://www.dovercorporation.com/about-us/careers/career-opportunities-for-students-recent-graduates,Dover
Chevron Corporation,Public company,"Oil and gas industry,Oil and gas",146500000000.0,5540000000.0,2920000000.0,,44679,-1,,https://careers.chevron.com/students-and-graduates,Chevron
Pinnacle West Capital Corporation,Public company,"Electric utility,Electric utilities",3565000000.0,934000000.0,508000000.0,,6292,-1,http://www.pinnaclewest.com/Home/default.aspx,https://careers.pinnaclewest.com/psc/erprd/CUSTOMER/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?&FOCUS=Applicant&SiteId=1://,Pinnacle West
Humana Inc.,Public,Managed health care,64888000000.0,3192000000.0,2707000000.0,"Louisville, Kentucky",46000,-1,,https://www.humana.com/careers/what-we-do/college-programs,Humana
"Dominion Energy, Inc.",Public,Electric utility,12835000000.0,2858000000.0,302000000.0,,21000,-1,https://www.dominionenergy.com/,https://careers.dominionenergy.com/,Dominion Energy
Howmet Aerospace Inc.,Public company,Aerospace,-1.0,-1.0,-1.0,,41700,1888,https://www.howmet.com/,https://www.howmet.com/JoinUs/,Howmet Aerospace
"Dollar Tree, Inc.",Public,"Retail,Variety store,variety,Discount store,discount",22246000000.0,1999000000.0,1714000000.0,,193100,1986,https://www.dollartree.com/,https://www.dollartree.com/careers,Dollar Tree
Pioneer Natural Resources Company,Public company,Petroleum industry,9304000000.0,-1.0,756000000.0,"Irving, Texas",2323,-1,https://pxd.com/,https://www.pxd.com/careers,Pioneer Natural Resources
Walt Disney,,,-1.0,-1.0,-1.0,,-1,-1,,https://jobs.disneycareers.com/,Walt Disney
"XPO Logistics, Inc.",Public,,16649999999.0,821000000.0,440000000.0,"Greenwich, Connecticut",0,-1,https://www.xpo.com/,https://www.xpo.com/work-with-us/,XPO Logistics
"Digital Realty Trust, Inc.",Public company,Real estate investment trust,3209000000.0,-1.0,579000000.0,,1550,-1,https://www.digitalrealty.com/,https://www.digitalrealty.com/about/careers,Digital Realty Trust
Western Digital Corporation,Public,"Computer data storage,Computer storage",16570000000.0,87000000.0,754000000.0,,61800,1970,https://www.westerndigital.com/,https://jobs.westerndigital.com/,Western Digital
"Domino's Pizza, Inc.",Public,"Food delivery,Franchising,Restaurants",3618000000.0,629400000.0,400700000.0,Domino's Farms Office Park,0,1961,https://www.dominos.com/,https://jobs.dominos.com/,Domino's Pizza
DTE Energy Co.,Public,Electric and gas utilities,12669000000.0,-1.0,1690000000.0,,10700,-1,https://newlook.dteenergy.com/wps/wcm/connect/dte-web/home,https://careers.dteenergy.com/content/Students-and-Graduates/?locale=en_US,DTE Energy
PVH Corp.,Public,Clothing,9700000000.0,-1.0,536000000.0,,19600,-1,https://www.pvh.com/,https://careers.pvh.com/,PVH
Electronic Arts Inc.,Public,"Video game industry,Video games",5150000000.0,1430000000.0,1040000000.0,,9300,1982,https://www.ea.com/,https://www.ea.com/careers,Electronic Arts
Fortive Corporation,Public,"Conglomerate,Conglomerate",7300000000.0,-1.0,738900000.0,"Everett, Washington United States",26000,2016,https://fortive.com/,https://careers.fortive.com/,Fortive
"Moderna, Inc.",Public,Biotechnology,-1.0,-1.0,-1.0,,820,2010,https://www.modernatx.com/,https://www.modernatx.com/careers-moderna,Moderna
eBay Inc.,Public,E-commerce,10800000000.0,2321000000.0,1792000000.0,,13300,1995,https://www.ebay.com/,https://careers.ebayinc.com/students-recent-grads/,eBay
"Consolidated Edison, Inc.",Public,Energy,12033000000.0,2610000000.0,1526000000.0,,15591,-1,https://www.coned.com/en,https://www.coned.com/en/about-us/careers,Consolidated Edison
Equifax Inc.,Public,"Credit risk,assessment",3508000000.0,335000000.0,398800000.0,,11200,-1,https://www.equifax.com/personal/,https://careers.equifax.com/global/en,Equifax
Vici Properties,Public,Real estate investment trust,898000000.0,-1.0,532000000.0,,140,-1,,https://viciproperties.com/careers/,VICI Properties
Welltower Inc.,Public,Real estate investment trust,3775000000.0,-1.0,1066000000.0,,392,-1,https://welltower.com/,https://welltower.com/newsroom/careers/,Welltower
Phillips 66 Company,Public,"Oil and gas industry,Oil and gas",102354000000.0,1838000000.0,5106000000.0,,14600,-1,https://www.phillips66.com/,https://p66oncampus.jobs/,Phillips 66
"Paycom Software, Inc.",Public,"Software,SaaS,Human Capital Management",737700000.0,-1.0,-1.0,,3765,-1,https://paycom.com/,https://paycomcareers.com/,Paycom
Eastman Chemical Company,Public,Manufacturing,9300000000.0,1504000000.0,759000000.0,,14500,-1,https://www.eastman.com/Pages/Home.aspx,https://www.eastman.com/Company/University_Relations/Pages/Internships-Coops-Opportunity.aspx,Eastman Chemical
Emerson Electric Co.,Public,Electrical equipment,18370000000.0,2500000000.0,2370000000.0,,88000,-1,https://www.emerson.com/global,https://www.emerson.com/en-us/careers/students-and-graduate-programs,Emerson Electric
Eli Lilly,,,-1.0,-1.0,-1.0,,-1,-1,,https://careers.lilly.com/student-opportunities,Eli Lilly
"Healthpeak Properties, Inc.",Public company,Real estate investment trust,1997000000.0,-1.0,43000000.0,,204,-1,https://www.healthpeak.com/,https://www.healthpeak.com/careers/,Healthpeak Properties
Equitable,Public,"Insurance,Life insurance,Life,Annuity,Annuities,Reinsurance",9600000000.0,-1.0,-1.0,,4100,-1,https://equitable.com/,https://equitable.com/about-us/careers,Equitable Holdings
"Equinix, Inc.",Public,Internet,5500000000.0,-1.0,-1.0,,8378,-1,https://www.equinix.com/,https://www.equinix.com/company/careers/,Equinix
Eversource Energy,Public,"public utility,Utility",-1.0,-1.0,-1.0,,8084,-1,https://www.eversource.com/content/,https://jobs.eversource.com/,Eversource Energy
"Essex Property Trust, Inc.",Public company,Real estate investment trust,1460000000.0,-1.0,464000000.0,"San Mateo, California",1822,-1,https://www.essexapartmenthomes.com/,https://www.essexapartmenthomes.com/careers,Essex Property Trust
East West Bancorp,Public company,,-1.0,-1.0,-1.0,,-1,-1,https://www.eastwestbank.com/,https://www.eastwestbank.com/en/careers/opportunities,East West Bancorp
Texas Instruments Incorporated,Public,Semiconductor,14380000000.0,5720000000.0,-1.0,,29888,-1,https://www.ti.com/,https://careers.ti.com/,Texas Instruments
"Huntington Ingalls Industries, Inc.",Public,"Arms Industry,Defense,Shipbuilding",8199999999.0,-1.0,836000000.0,,40000,2011,,https://careers.huntingtoningalls.com/,Huntington Ingalls Industries
Evergy,Public,Electric utility,5148000000.0,-1.0,-1.0,,5000,-1,https://www.evergy.com/,https://www.evergy.com/careers/internships,Evergy
Edwards Lifesciences Corporation,Public,Medical technology,4300000000.0,-1.0,-1.0,,14000,-1,https://www.edwards.com/,https://www.edwards.com/careers/home,Edwards Lifesciences
"Expeditors International of Washington, Inc.",Public,Logistics,8100000000.0,796000000.0,818000000.0,,17400,-1,,https://www.expeditors.com/about-us/careers,Expeditors International
"Expedia Group, Inc.",Public,Travel technology,12070000000.0,903000000.0,565000000.0,,24500,-1,https://www.expediagroup.com/,https://lifeatexpediagroup.com/,Expedia Group
Extra Space Storage Inc.,Public company,Real Estate Investment Trust,1308000000.0,-1.0,634000000.0,,4048,-1,https://www.extraspace.com/,https://careers.extraspace.com/,Extra Space Storage
"iHeartMedia, Inc.",Public,"Radio broadcasting,digital media",6171000000.0,969900000.0,393891000.0,,18700,-1,https://iheartmedia.com/,https://www.iheartmedia.com/careers,iHeartMedia
Ford Motor Company,Public,"Automotive industry,Automotive",155900000000.0,574000000.0,47000000.0,,190000,-1,https://www.ford.com/,https://corporate.ford.com/careers.html,Ford Motor
First American Financial Corporation,Public company,Financial services,6200000000.0,-1.0,707400000.0,,18705,-1,https://www.firstam.com/,https://careers.firstam.com/,First American Financial
"Diamondback Energy, Inc.",Public company,Petroleum industry,3964000000.0,-1.0,240000000.0,"Midland, Texas",712,-1,,https://www.diamondbackenergy.com/careers,Diamondback Energy
Fastenal Company,Public,,3326106000.0,712657000.0,448636000.0,,20565,-1,https://www.fastenal.com/,https://careers.fastenal.com/,Fastenal
