Rank,name,industry,type,founded,num_employees,Revenue(in millions),Profit(in millions),students_careers_url,website,hq_location
667,GoldenSource Corporation,Other,Private,-,350,-,-,https://www.thegoldensource.com/company/careers/,thegoldensource.com,
668,Serious Magic Inc.,Software,Private,-,-,-,-,https://www.nomagic.com/component/k2/itemlist/category/4-internship-program,seriousmagic.com,
669,Inxight Software,Software,Private,-,100,14.6,-,https://www.burning-glass.com/products/career-insight/,inxight.com,
670,InterVideo,Software,Private,1998,800,-,-,,intervideo.com,
671,Versive,Machine Learning,Private,-,50,-,-,,versive.com,
672,HyperACCESS,Other,Private,-,-,-,-,https://www.usajobs.gov/Help/working-in-government/unique-hiring-paths/students/,hilgraeve.com,
673,"Lockpath, Inc","Consulting,Security",Private,-,-,-,-,https://www.crowe.com/careers/students,lockpath.com,
674,"Medical Information Technology, Inc.",Pharmaceuticals,Private,-,-,494.0,-,https://ehr.meditech.com/careers/college-to-career,meditech.com,
675,Vistagy,Software,Private,-,-,-,-,,vistagy.com,
676,July Systems,Software,Private,2001,-,-,-,https://www.naukri.com/july-systems-jobs-careers-541631,julysystems.com,
677,Vlingo,Software,Private,-,-,-,-,,vlingo.io,
678,Sonic Reality,Software,Private,-,-,-,-,https://careers.sonicdrivein.com/us/en,sonicreality.com,
679,Range Networks,Networking,Private,-,30,-,-,https://www.aenetworks.com/careers,rangenetworks.com,
680,PrivateCore,Other,Private,-,-,-,-,https://privatecore.com/,privatecore.com,
681,LiveText Inc.,Software,Private,-,-,-,-,https://www.livetext.com/,livetext.com,
682,InetSoft Technology Corporation,Other,Private,1996,-,-,-,https://www.inetsoft.com/company/careers/,inetsoft.com,
683,"BlueTalon, Inc.","Consulting,Security",Private,-,1,-,-,https://www.dhs.gov/homeland-security-careers/students,bluetalon.com,
684,"Venda, Inc.",Other,Private,-,-,-,-,,venda.com,
685,IntelliScanner Corporation,Software,Private,-,-,-,-,https://jobs.intel.com/,intelliscanner.com,
686,Coherent Solutions,"Software,Consulting,Networking",Private,-,800,-,-,https://www.coherent-solutions.com/about-us/career-opportunities/,coherentsolutions.com,
687,Vitech Corporation,Software,Private,1992,20,-,-,,vitechcorp.com,"Blacksburg, Virginia"
688,Chrome River,Software,Private,-,350,-,-,https://www.chromeriver.com/careers,chromeriver.com,
689,Music Wizard Group,Software,Private,-,-,-,-,https://www.vawizard.org/wizard/careersAssess,pianowizardacademy.com,
690,flok,Other,Private,-,-,-,-,https://careers.flock.com/,flok.com,
691,The Reynolds and Reynolds Company,Other,Private,1866,-,-,-,https://www.reyrey.com/company/careers/students-and-graduates,reyrey.com,
692,"Symphonic Source, Inc.",Software,Private,-,-,-,-,https://www.symphonicsource.com/employment/,symphonicsource.com,
693,Covisint,"Software,Consulting",Private,-,180,-,-,https://www.mckinsey.com/careers/students,covisint.com,
694,PathGuide Technologies,Other,Private,-,-,-,-,https://pathguide.com/company/careers-at-pathguide/,pathguide.com,
695,VIA3 Corporation,"Software,Networking",Private,-,-,-,-,,via3.com,
696,IQMS,Software,Private,1989,312,53.5,-,https://www.iqms.com/company/careers/software-dev-intern,iqms.com,
697,"Daon, Inc.",Software,Private,-,-,-,-,https://www.daon.com/company/careers,daon.com,
698,Datalogic S.p.A.,Other,Private,-,0,-,-,https://www.datalogic.com/eng/company/careers-ca-26.html,datalogic.com,
699,Numecent,Other,Private,-,-,-,-,https://www.numecent.com/,numecent.com,
700,VirtualLogix Inc.,Other,Private,-,-,-,-,,virtuallogix.com,
701,"Brandlive, Inc.",Software,Private,-,-,-,-,https://www.indeed.com/cmp/Brandlive,yourbrandlive.com,
702,HCL BigFix,"Consulting,Security",Private,-,250,-,-,https://www.ibm.com/us-en/employment/entrylevel/,bigfix.com,
703,"IRI, The CoSort Company",Software,Private,-,-,-,-,https://www.internationalstudent.com/jobsearch/,iri.com,
704,"Egenera, Inc.","Software,Distributed Systems,Automobiles",Private,2000,110,-,-,https://www.mckinsey.com/careers/students,egenera.com,"Boxborough, Massachusetts"
705,Secure64 Software,Other,Private,-,0,-,-,https://secure64.com/company/careers/,secure64.com,
706,"hCentive, Inc.",Software,Private,-,500,-,-,https://www.zippia.com/hcentive-careers-1398267/,hcentive.com,
707,Docudesk Corporation,Software,Private,-,-,-,-,https://www.mckinsey.com/careers/students,docudesk.com,
708,"Model N, Inc.",Other,Public,-,800,154.0,-,https://www.modeln.com/company/careers/,modeln.com,
709,"Pano Logic, Inc.",Software,Private,2006,50,-,-,https://www.indeed.com/cmp/Pano-Logic,panologic.com,
710,Maponics,Other,Private,-,-,-,-,https://www.bls.gov/k12/students/,maponics.com,
711,Q-Sensei Corp.,"Software,Consulting",Private,-,-,-,-,https://www.qsensei.com/,qsensei.com,
712,Limnu,Other,Private,-,-,-,-,https://limnu.com/,limnu.com,
713,Atego,Other,Private,1996,-,-,-,https://www.thomsonreuters.com/en/careers.html,atego.com,"San Diego, United States San Diego United States"
714,Cepstral LLC,Other,Private,-,-,-,-,https://www.pgcareers.com/,cepstral.com,
715,Thunderstone Software LLC,"Software,Consulting",Private,-,-,-,-,https://www.thunderstone.com/about-us/career-opportunities/,thunderstone.com,
716,Upland Software,Other,Public,-,-,-,-,https://www.usajobs.gov/Help/working-in-government/unique-hiring-paths/students/,clickability.com,
717,"NextPage, Inc.","Software,Consulting",Private,-,-,-,-,https://careers.gonextpage.com/,nextpage.com,
718,"Sensage, Inc.","Consulting,Security",Private,-,-,-,-,https://www.cvent.com/en/careers,sensage.com,
719,CD-adapco,Software,Private,-,900,-,-,http://mdx2.plm.automation.siemens.com/careers,cd-adapco.com,
720,"ITKO (Interactive TKO, Inc.)","Software,Artificial Intelligence",Private,-,-,-,-,https://www.mckinsey.com/careers/students,itko.com,
721,Verivo Software Inc.,"Software,Consulting",Private,-,100,-,-,,verivo.com,"Waltham, Massachusetts"
722,Jungo Connectivity Ltd.,Automobiles,Private,-,-,-,-,https://www.jungo.com/st/jc/jobs/,jungo.com,
723,Kiswe,Multimedia,Private,-,-,-,-,https://www.kiswe.com/pages/careers,kiswe.com,
724,USA Technologies Inc.,Software,Public,-,-,-,-,,usatech.com,
725,Tom Sawyer Software,Software,Private,-,-,-,-,,tomsawyer.com,
726,"Opengear, Inc.","Software,Networking",Private,-,-,-,-,,opengear.com,
727,"Zywave, Inc.",Software,Private,-,-,-,-,,zywave.com,
728,KXEN,Other,Private,-,-,-,-,https://www.mckinsey.com/careers/students,kxen.com,
729,Knowland,"Software,Networking",Private,-,-,-,-,https://www.knowland.com/careers/,knowland.com,
730,"TAL Technologies, Inc.","Software,Consulting",Private,1985,-,-,-,https://www.tal-com.com/careers-page,taltech.com,
731,"Bynari, Inc.",Software,Private,-,-,-,-,https://www.csuchico.edu/careers/students-and-alumni/trans-and-gender-non-binary-wardrobe-for-wildcats.shtml,bynari.net,
732,"Retina-X Studios, LLC.",Software,Private,-,-,-,-,http://www.retinax.com/,retinax.com,
733,Seer Systems,Software,Private,1979,-,-,-,https://scc.spokane.edu/Become-a-Student/PACE-%E2%80%94-People-Accessing-Careers-Education/SEER,seersystems.com,
734,"Luminex Software, Inc.","Consulting,Database",Private,-,-,-,-,https://www.luminexcorp.com/open-positions/,luminex.com,
735,OpenText GXS,E-Commerce,Private,-,"3,000",480.0,-,https://careers.opentext.com/,gxs.com,
736,"Weather Central, LP",Other,Private,-,180,-,-,https://www.cvent.com/en/careers,wxc.com,
737,Yap Inc.,Networking,Private,-,-,-,-,,yapme.com,
738,CipherGraph Networks Inc.,Software,Private,-,-,-,-,https://www.aenetworks.com/careers,ciphergraph.com,
739,"Food Service Solutions, Inc.",Software,Private,-,-,-,-,https://www.usfoods.com/careers.html,foodserve.com,
740,Kineto Wireless,"Software,Networking,Electronics",Private,-,-,-,-,https://www.indeed.com/cmp/Kineto-Wireless,kineto.com,
741,Connectbeam,Software,Private,-,-,-,-,https://careers.linkedin.com/students,connectbeam.com,
742,Yalochat,Artificial Intelligence,Private,-,-,-,-,,yalochat.com,
743,FatKat,Other,Private,-,-,-,-,https://www.fatkatspizzeria.com/careers,fatkat.com,
744,"Context Labs, BV","Software,Consulting",Private,-,-,-,-,https://www.contextlabs.com/careers,contextlabs.com,
745,Nexidia,"Software,Consulting,Data Analytics,Multimedia",Private,-,-,-,-,https://www.nice.com/careers/,nexidia.com,
746,TriTech Software Systems,Software,Private,-,550,-,-,,tritech.com,
747,"Express Metrix, LLC","Software,Consulting",Private,-,-,-,-,https://www.express.com/g/careers,expressmetrix.com,
748,Mathsoft,Other,Private,-,-,-,-,https://www.mckinsey.com/careers/students,mathsoft.com,
749,Open Environment Corporation (OEC),"Software,Consulting",Private,-,-,-,-,https://oeconnection.com/careers,oeconnection.com,
750,Mformation Software Technologies LLC.,Networking,Private,-,-,-,-,https://www.bls.gov/k12/students/,mformation.com,
751,Tacit Software,Software,Private,-,30,-,-,https://www.tacitknowledge.com/careers/,tacit.com,
752,ZyLAB,Software,Private,-,140,-,-,,zylab.com,
753,DynamicOps,Distributed Systems,Private,-,-,-,-,https://www.mckinsey.com/careers/students,dynamicops.com,
754,Palamida,Other,Private,-,-,-,-,https://www.dhs.gov/homeland-security-careers/student-and-recent-grads,palamida.com,
755,Sunquest Information Systems Inc.,"Software,Pharmaceuticals",Private,-,-,-,-,https://www.sunquestinfo.com/careers/,sunquestinfo.com,
756,Strata,Social media,Public,-,240,-,-,https://www.stradaeducation.org/,gotostrata.com,
757,Plateau Systems,Other,Private,-,350,-,-,https://www.indeed.com/q-Plateau-System-jobs.html,plateau.com,
758,P-Cube Ltd.,"Software,Networking",Private,-,-,-,-,https://www.plymouth.ac.uk/student-life/your-studies/academic-services/careers-and-employability,p-cube.com,
759,Wrightsoft Corp.,Other,Private,-,-,-,-,,wrightsoft.com,
760,RepliWeb Inc.,Software,Private,-,-,-,-,https://www.timesjobs.com/jobskill/attunity-repliweb-post+graduate-jobs,repliweb.com,
761,Knight Security Systems,"Consulting,Security",Private,-,-,-,-,https://knightsecurity.com/company/careers,knightsecurity.com,
762,"Willdan Group, Inc.",Other,Public,-,0,272.0,12.8,,willdan.com,
763,BigMachines,Other,Private,-,-,32.1,-,https://www.oracle.com/corporate/acquisitions/bigmachines/,bigmachines.com,
764,CollaborateMD,Software,Private,1999,-,-,-,https://www.collaboratemd.com/about-us/careers/,collaboratemd.com,
765,"Solidcore Systems, Inc.",Software,Private,-,100,-,-,https://www.solidcore.co/job-openings,solidcore.com,
766,Veveo,Other,Private,-,-,-,-,,veveo.net,
767,The Bomb Factory,Other,Private,-,-,-,-,https://www.thebombfactory.com/connect/employment,thebombfactory.com,
768,Virtutech Inc.,Software,Private,-,0,-,-,,virtutech.com,
769,"MetaMatrix, Inc.",Software,Private,-,97,-,-,https://metametricsinc.com/about-us/careers/,metamatrix.com,
770,The DiSTI Corporation,Other,Private,-,-,-,-,https://www.austinisd.org/tad/careers,disti.com,
771,'''JouleX''',Other,Private,-,25,-,-,https://www.cisco.com/c/en/us/about/careers/working-at-cisco/students-and-new-graduate-programs.html,joulex.net,
772,CNC Software/Mastercam,Other,Private,-,-,-,-,https://www.mastercam.com/company/careers/,mastercam.com,
773,TOA Technologies,Software,Private,-,550,41.0,-,https://www.oracle.com/cx/service/field-service-management/,toatech.com,
774,Trilogy,Other,Private,-,-,-,-,,trilogy.com,
775,World Software Corporation,"Software,Consulting",Private,-,-,-,-,,worldox.com,
776,"Code Dx, Inc.",Software,Private,2015,-,-,-,https://codedx.com/about-us/careers-code-dx/,codedx.com,
777,Intentional Software,Software,Private,2002,50,-,-,https://www.glassdoor.com/Interview/What-does-Intentional-Software-do-QTN_1922373.htm,intentional.com,
778,ProofPilot,"Software,Social media,Pharmaceuticals",Private,-,-,-,-,https://angel.co/company/proofpilot/jobs,proofpilot.com,
779,"GSE Systems, Inc.",Software,Public,-,450,-,-,https://www.gses.com/contact-us/gse-careers/,gses.com,
780,WorkingPoint,"Software,Networking",Private,-,10,-,-,,workingpoint.com,
781,Eclipsys Corporation,"Software,Consulting,Pharmaceuticals",Public,-,"2,800",519.0,12.0,https://www.allscripts.com/about-us/careers/,eclipsys.com,
782,Quantum3D,Software,Private,-,90,-,-,https://quantum3d.com/careers/,quantum3d.com,
783,"Flow Science, Inc.",Software,Private,-,-,-,-,https://flowscience.com/careers/,flow3d.com,
784,Goverlan Reach Remote Support Software,Other,Private,-,-,-,-,https://www.goverlan.com/jobs,goverlan.com,
785,Recondo Technology,Software,Private,-,135,-,-,https://www.indeed.com/cmp/Recondo-Technology,recondotech.com,
786,"Imaging Business Machines, LLC",Software,Private,-,-,-,-,https://www.ibm.com/employment/internationalstudents/,ibml.com,
787,DreamHammer,Software,Private,2011,-,-,-,https://giardinopol.lensa.com/dreamhammer/jobs/c/65272c02c24b2a49419861a81e352dd51ab8fa27,dreamhammer.com,
788,"MindFire, Inc",Software,Private,-,-,-,-,https://www.mindfireinc.com/company/careers,mindfireinc.com,
789,"Hottrix, LLC",Software,Private,-,-,-,-,,hottrix.com,
790,CenterSpace Software LLC.,Other,Private,-,-,-,-,https://www.lockheedmartinjobs.com/college-students,centerspace.net,
791,"Elanex, Inc.",Other,Private,2002,-,-,-,https://www.mckinsey.com/careers/students,elanex.com,
792,Digital Fuel,Software,Private,-,-,-,-,https://www.mckinsey.com/careers/students,digitalfuel.com,
793,Tek-Tools Software,"Software,Consulting",Private,-,-,-,-,https://www.teksystems.com/en/careers/internal-careers/students-recent-graduates,tek-tools.com,
794,"McLane Advanced Technologies, LLC","Software,Consulting",Private,-,-,-,-,https://mclaneat.com/careers/,mclaneat.com,
795,Marathon Technologies,Software,Private,-,-,-,-,https://www.marathonpetroleum.com/Jobs/,marathontechnologies.com,
796,Numara Software,Software,Private,-,200,-,-,https://www.bmc.com/it-solutions/brands/numara-software.html,numarasoftware.com,
797,BrainKeeper,Other,Private,-,-,-,-,https://www.mckinsey.com/careers/students,brainkeeper.com,
798,SIOS Technology Corp.,Other,Private,1999,-,-,-,https://us.sios.com/about/careers/,sios.com,
799,"SpeechFX, Inc.",Other,Private,-,-,-,-,https://www.mckinsey.com/careers/students,speechfxinc.com,
800,"TeleType Co, Inc.",Software,Private,-,-,-,-,"https://www.glassdoor.com/Overview/Working-at-TeleType-Co-EI_IE395970.11,22.htm",teletype.com,
801,StepStone Group,"Consulting,Finance",Private,-,300,-,-,https://www.stepstoneglobal.com/who-we-are/careers/,stepstoneglobal.com,
802,Democrasoft,Other,Public,-,-,-,-,http://www.democrasoft.com/,democrasoft.com,
803,Ntractive,Software,Private,-,-,-,-,https://www.uopeople.edu/blog/top-10-online-jobs-students-can-turn-career-business-home/,ntractive.com,
804,Digital Assembly,Software,Private,-,-,-,-,https://generalassemb.ly/careers,digital-assembly.com,
805,Teliris Inc.,Multimedia,Private,-,-,-,-,https://www.mckinsey.com/careers/students,teliris.com,
806,"OutStart, lnc.",Software,Private,-,120,-,-,https://crash.co/how-it-works,outstart.com,
807,"Merrick Systems, Inc.",Software,Private,-,50,-,-,https://www.merrick.com/careers/,merricksystems.com,
808,Eagle Investment Systems,Software,Private,-,"1,000",-,-,https://jobs.bnymellon.com/jobs?keywords=Eagle%20Investment%20Systems&page=1,eagleinvsys.com,
809,Cambium Learning Group,Other,Private,-,-,-,-,https://www.cambiumlearning.com/careers/,cambiumlearning.com,
810,"Software Shelf International, Inc.",Software,Private,-,15,-,-,https://www.interstride.com/,softwareshelf.com,
811,Spectrum Software,Software,Private,-,-,-,-,https://www.aspect.com/company/careers,spectrum-soft.com,
812,Meridian Systems,Software,Private,-,-,-,-,https://meridiancc.edu/programs/student_support/career_testing_center/job_openings/index.html,meridiansystems.com,
813,FinalCode,Software,Private,2014,-,-,-,https://www.dhs.gov/homeland-security-careers/students,finalcode.com,
814,Replay Solutions,Software,Private,-,35,-,-,https://www.goldmansachs.com/careers/,replaysolutions.com,
815,Micromuse Inc.,Software,Private,-,-,-,-,https://studentemployment.umich.edu/,micromuse.com,
816,Consona Corporation,Software,Private,-,700,-,-,https://vsolvit.lensa.com/consona/jobs/c/2e6fb22fa615f78360ca54c0c4a8fb1e3a02140a,consona.com,
817,FlexSim,Other,Private,-,-,-,-,https://www.flexsim.com/students/,flexsim.com,
818,PacketVideo Corporation,Other,Private,-,-,-,-,https://www.sandiego.edu/careers/,pv.com,
819,Meridian Knowledge Solutions,Software,Private,-,200,-,-,https://www.meridianks.com/careers/,meridianks.com,
820,omNovia Technologies,Software,Private,-,-,-,-,,omnovia.com,
821,Versata,Software,Private,-,-,-,-,,versata.com,
822,"RW3 Technologies, Inc.",Software,Private,1992,45,-,-,https://www.indeed.com/cmp/Rw3-Technologies,rw3.com,
823,Achilles Guard Inc.,Other,Private,-,-,-,-,https://www.cisa.gov/careers,criticalwatch.com,
824,Starfish Software,"Software,Networking",Private,-,-,-,-,https://www.hobsons.com/solution/starfish/,starfish.com,
825,"Stat-Ease, Inc.",Software,Private,-,14,-,-,https://www.statease.com/about-us/employment/,statease.com,
826,"SourceHOV, Inc.","Software,Consulting",Private,-,"16,000",-,-,https://careers.lilly.com/student-opportunities,sourcehov.com,
827,iSheriff,"Consulting,Security",Private,-,-,-,-,https://www.broward.org/Careers/Pages/Default.aspx,isheriff.com,
828,Ultimate Kronos Group,"Consulting,Distributed Systems",Private,2020,"12,000",-,-,,ukg.com,
829,"Netcordia, Inc.",Networking,Private,-,60,-,-,https://www.mckinsey.com/careers/students,netcordia.com,
830,"Write Brothers, Inc.","Software,Multimedia",Private,-,-,-,-,,write-bros.com,
831,Telmar Group Inc.,Other,Private,-,-,-,-,https://telmar.com/careers/,telmar.com,
832,"John Galt Solutions, Inc.",Software,Private,-,0,-,-,https://johngalt.com/careers/,johngalt.com,
833,Code Rebel Corporation,Software,Public,-,-,-,-,https://www.unlv.edu/careerservices,coderebel.com,
834,Causata,"Software,Automobiles",Private,2009,-,-,-,https://www.mckinsey.com/careers/students,causata.com,
835,Datacap Inc. - An IBM Company,Software,Private,-,55,-,-,https://www.usajobs.gov/Help/working-in-government/unique-hiring-paths/students/,datacap.com,
836,"DDC-I, Inc.","Software,Consulting",Private,1985,-,-,-,https://ddcinstitute.com/hire-our-students/,ddci.com,
837,ITerating,Software,Private,-,-,-,-,https://resources.depaul.edu/career-center/Pages/default.aspx,iterating.com,
838,SignalDemand,Other,Private,-,-,-,-,https://www.mckinsey.com/careers/students,signaldemand.com,
839,PoliticIt,Networking,Private,-,50,-,-,https://www.thebalancecareers.com/great-jobs-in-politics-2059645,politicit.com,
840,Solido Design Automation Inc.,Software,Private,-,-,-,-,https://angel.co/company/solido-design-automation/jobs,solidodesign.com,
841,Dorado Software,Other,Private,1998,-,-,-,http://doradosoftware.com/About/Careers.htm,doradosoftware.com,
842,Teradata Corporation,Other,Public,-,"8,540","2,160.0",43.0,https://careers.teradata.com/,careers.teradata.com,
843,nettime solutions,Software,Private,-,-,-,-,https://www.nettimesolutions.com/,nettimesolutions.com,
844,"Callware Technologies, Inc.","Software,Networking",Private,-,-,-,-,https://www.callware.com/388/about-us/career-opportunities/,callware.com,
845,Snapforce CRM,Software,Private,-,-,-,-,https://www.crm-students.com/careers/,snapforce.com,
846,"SofTech, Inc.",Software,Private,-,-,-,-,https://www.arm.com/company/careers,essigplm.com,
847,"'''Passport Software, Inc.'''",Software,Private,-,-,-,-,https://www.passportforgood.com/,pass-port.com,
848,PlateSmart,Consulting,Private,2004,40,-,-,https://www.tesla.com/careers,platesmart.com,
849,"Comverse Technology, Inc.",Software,Private,-,"4,500","1,590.0",-,https://www.zippia.com/comverse-careers-995903/,cmvt.com,
850,"United First Financial, LLC",Other,Private,-,-,-,-,,unitedfirstfinancial.com,
851,"Engineered Software, Inc.","Software,Consulting",Private,-,-,-,-,https://www.computerscience.org/careers/software-engineer/,eng-software.com,
852,Spiral Universe,Software,Private,-,-,-,-,https://www.studentuniverse.com/careers,spiraluniverse.com,
853,"Digital Keystone, Inc.","Software,Multimedia",Private,-,-,-,-,https://www.keystoneclick.com/careers-keystone-click,digitalkeystone.com,
854,Language Computer Corporation,Software,Private,-,12,-,-,http://www.languagecomputer.com/careers.html,languagecomputer.com,
855,Proginet Corporation,Software,Private,-,-,-,-,https://www.pgcareers.com/,proginet.com,
856,Conservis Corporation,Other,Private,-,-,-,-,https://conservis.ag/farm-management-software-company/careers/,conserviscorp.com,
857,ExploreLearning,Other,Private,-,0,-,-,https://blog.explorelearning.com/jobs/,blog.explorelearning.com,
858,Cupcake Digital Inc.,Other,Private,-,50,-,-,https://jobs.careerbeacon.com/employer-profile/company-3080703123,cupcakedigital.com,
859,DAT/EM Systems International,Other,Private,1985,-,-,-,https://www.datem.com/,datem.com,
860,BlueSpace Federal,Software,Private,2006,-,-,-,http://www.bluespacetech.com/student_job.php,bluespace.com,"Austin, Texas"
861,JumpSoft Inc,Software,Private,-,-,-,-,https://www.mckinsey.com/careers/students,jumpsoft.net,
862,"Red Cedar Technology, Inc.",Software,Private,-,-,-,-,"https://www.glassdoor.com/Overview/Working-at-Red-Cedar-Technology-EI_IE278968.11,31.htm",redcedartech.com,
863,Encompass Technologies,Other,Private,-,-,-,-,https://www.encompass8.com/careers,encompass8.com,
864,"Financial Navigator, Inc",Software,Private,-,0,-,-,"https://www.glassdoor.com/Job/financial-navigator-jobs-SRCH_KO0,19.htm",finnav.com,
865,"Veramark Technologies, Inc.",Software,Public,-,0,13.2,561.0,,veramark.com,
866,"Best Way Technologies, Inc.",Software,Private,-,-,-,-,https://www.it-ology.org/it-resources/how-to-start-an-it-career/,bestwaytech.com,
867,Persystent Suite,Software,Private,-,-,-,-,https://www.persistent.com/careers/graduates-and-students-campus-program/,utopicsoftware.com,
868,Phase2 International,Software,Private,-,-,-,-,https://www.phase2technology.com/careers,phase2.com,
869,Circle Commerce,Software,Private,-,-,-,-,https://www.circle.com/en/careers,circlecommerce.com,
870,TenAsys Corporation,Software,Private,2000,-,-,-,https://careers.microsoft.com/students/us/en,tenasys.com,
871,CERTPOINT Systems Inc.,Software,Private,-,-,-,-,http://www.certificationpoint.org/,certpointsystems.com,
872,Virsa Systems,Software,Private,-,-,-,-,,virsa.com,
873,Transzap.,"Software,Networking",Private,-,-,-,-,,transzap.com,
874,Precision Manuals Development Group,Software,Private,-,8,-,-,https://www.simplyhired.com/search?q=precision+manuals+development+group,pmdg.com,
875,"Semantic AI, Inc.",Software,Private,-,0,-,-,https://www.semantic-ai.com/careers,semantic-ai.com,
876,PeerStream,Software,Public,-,-,-,-,https://www.mckinsey.com/careers/students,peerstream.com,
877,Entagen,Other,Private,-,-,-,-,https://www.mckinsey.com/careers/students,entagen.com,
878,"Seismic Micro-Technology, Inc.",Software,Private,-,-,-,-,https://seismic.com/company/careers/,seismicmicro.com,
879,Octagon Systems,"Software,Electronics",Private,1981,-,-,-,https://www.octagoncareers.com/student,octagonsystems.com,
880,Vermont Information Processing,Software,Private,-,200,-,-,,vtinfo.com,
881,ClearTrial,Software,Private,-,50,-,-,https://www.oracle.com/corporate/acquisitions/cleartrial/,cleartrial.com,
882,Enertia Software,Software,Private,-,-,-,-,https://www.enertia-software.com/careers,enertia-software.com,"Midland, Texas"
883,Cofio Software Incorporated,Software,Private,-,-,-,-,https://www.mckinsey.com/careers/students,cofio.com,
884,"I/Gear, Inc.",Other,Private,-,-,-,-,https://www.indeed.com/cmp/Gear-Up,igearonline.com,
885,PumpLinx,Other,Private,-,-,-,-,https://www.mckinsey.com/careers/students,simerics.com,
886,workspace.com,Software,Private,-,-,-,-,,workspace.com,
887,BlueLink,Other,Private,2016,-,-,-,https://www.hyundaiusa.com/us/en/careers,bluelink.org,
888,Campus Consortium,Other,Private,-,50,-,-,https://www.campusconsortium.org/,campusconsortium.org,
889,"UNICOM Government, Inc.(formerly GTSI Corp.)",Other,Private,-,-,-,-,,unicomgov.com,
890,OSI,"Software,Networking",Private,-,-,-,-,https://www.indeed.com/q-Objective-Systems-Integrators-jobs.html,osi.com,
891,Raz-Lee Security,Software,Private,-,-,-,-,https://www.razlee.com/company/careers/,razlee.com,
892,Yara Shahidi,Other,Private,-,-,-,-,http://www.cybersoft.net/pages/careers/careers.html,yarashahidi.com,
893,"NewBlue, Inc.",Software,Private,-,-,-,-,https://newbluefx.com/discounts/,newblueinc.com,
894,Firehole Composites,Consulting,Private,-,-,-,-,https://en.wikipedia.org/wiki/Firehole_Composites,firehole.com,
895,Magic Bytes LLC,"Software,Multimedia",Private,2017,-,-,-,https://byteback.org/careers/,magicbytes.com,
896,"Quantapoint, Inc.",Software,Private,-,70,-,-,https://www.mckinsey.com/careers/students,quantapoint.com,
897,Contact Telecom,"Consulting,Networking",Private,-,-,-,-,https://www.telekom.com/en/careers,contacttelecom.com,"Manchester, New Hampshire Manchester New Hampshire NH"
898,"BlueWare, Inc.",Pharmaceuticals,Private,-,0,-,-,https://bluware.com/careers/,bluewaregroup.com,
899,LSS Data Systems,Pharmaceuticals,Private,-,200,-,-,https://www.adsc.com/careers,lssdata.com,
900,"ProfitKey International, Inc.",Software,Private,-,-,-,-,https://www.profitkey.com/,profitkey.com,
901,Tactician Corporation,Software,Private,1988,-,-,-,https://www.mckinsey.com/careers/students,tactician.com,"Andover, Massachusetts"
902,IntelliTrack,Software,Private,1989,-,-,-,https://www.intellitrak.com/contact-us/employment/,intellitrack.com,
903,"RazorThreat, Inc.","Consulting,Networking,Security",Private,-,-,-,-,https://www.mckinsey.com/careers/students,razorthreat.com,
904,Qterics,Consulting,Private,2003,-,-,-,https://www.iteris.com/careers,qterics.com,
905,NeuroDimension,Other,Private,1991,-,-,-,https://www.bls.gov/k12/students/,neurodimension.com,
906,ClassRanked.com,"Software,Consulting",Private,-,-,-,-,https://www.wraltechwire.com/2019/08/20/classranked-com-a-duke-student-launched-ratings-site-expands-footprint-to-other-us-campuses/,classranked.com,
907,"Inner Four, Inc.",Software,Private,-,-,-,-,https://careers.insidehighered.com/,innerfour.com,
908,Bristol Technology Inc.,Other,Private,-,-,-,-,https://bristol.cttech.org/,bristol.cttech.org,
909,"Commvault Systems, Inc.","Software,Consulting",Public,1996,"2,300",711.0,-,https://careers.commvault.com/,careers.commvault.com,
910,Mathematica (company),Other,Private,-,0,-,-,https://careers.mathematica.org/,careers.mathematica.org,
911,"Patton Design, Inc.",Other,Private,1983,-,-,-,https://www.patton.com/company/careers/,pattondesign.com,"Irvine, California"
912,"GovBizConnect, Inc.",Software,Private,2015,-,-,-,https://www.mckinsey.com/careers/students,govbizconnect.com,
913,RxAll Inc.,Software,Private,2016,-,-,-,https://www.rexall.ca/careers,rxalldelivered.com,United States
914,Engels Maps Inc.,Travel,Private,-,-,-,-,https://jobs.td.com/en/,engelsmaps.com,
915,BioPharm Systems,"Software,Consulting",Private,-,50,-,-,https://www.pfizer.com/careers/en/early-careers,biopharm.com,"San Mateo, California"
916,UST Global,Other,Private,-,"26,000",-,-,https://gusto.com/about/careers,ust.com,
917,"Steel Connect, Inc.",Other,Public,-,"1,360",819.0,-,https://www.steelcentertech.com/,steelconnectinc.com,"Waltham, Massachusetts"
918,Mi-Case,Software,Private,2006,-,-,-,https://courts.michigan.gov/Administration/jobs/Pages/default.aspx,mi-case.com,United Kingdom United States
919,Seven Network,Other,Private,-,-,-,-,https://www.seven.com/careers-new/,7plus.com,
920,ProductCenter,Other,Private,-,-,-,-,,softechgroupinc.com,
921,Snappy Gifts,"Software,Networking",Private,2015,-,-,-,https://www.meetsnappy.com/careers,snappygifts.com,New York City
922,"Figaro Systems, Inc.",Other,Private,-,-,-,-,https://career.asu.edu/5-benefits-developing-your-linkedin-profile,figarosystems.com,
923,"Proofpoint Systems, Inc.",Distributed Systems,Private,-,-,-,-,https://www.proofpoint.com/us/company/careers,proofpoint.net,
924,"DrugLogic, Inc.",Software,Private,-,-,-,-,http://www.druglogic.com/,druglogic.com,
